f_x_ff,r_cent_f,l_cent_f,f_rmax,f_xmax,f_lnac,h_duct,f_r12,f_lint,teta_f_cone,f_rho_le,f_l_nose,ahi_athr,athr_a12,a18_a13,f_xthr,delta_beta_te,beta_te_low,f_r18hub,f_rthrtip,teta_int_in,teta_ff_in,beta_ff_in,mach_number,altitude,omega_rot
0.9296438268421399,2.748281825944399,32.21127404324238,1.0901828851275723,0.27924826884777576,6.799875661114169,0.20865441789246095,0.5703158533762315,0.319399332535344,8.314781035315084,0.5556194423930376,0.29576988896002543,1.2155181755932618,0.9743804161815238,0.6625034905906267,0.07928448987702318,16.553280741313774,-7.151440878108609,1.4456871148681545,0.9500268733273652,6.220109430340468,-6.762016615911254,-8.398516302690082,0.7802202314710124,11080.542574373587,[672.93402826]
0.9117423181885932,3.72467549825035,46.723904543051376,1.1885834754399,0.21340843611617405,7.0699926344608786,0.39861836524915584,0.4529025828623552,0.2131127969259924,8.953841553530712,1.1194656926284678,0.3174587180120295,1.112062376471295,0.9512165064147416,0.9858613708769459,0.15438217636794604,5.004623647445342,18.66432170114175,1.0773181044427722,0.9336389875995614,7.746898988587186,1.3042980178737107,1.0316148016566782,0.8378162081883803,10138.818821622051,[458.01083174]
0.8986312666753888,3.9490058650201716,53.24974940240865,1.2852860190898676,0.4587378852566881,2.1874237327750414,0.772588488592266,0.5883343504326912,0.16787200588099183,19.51521793772561,1.2143401782417171,0.3587684732730403,1.1800593131410093,0.9838351833636099,0.7844305624710932,0.3886984789149297,14.553168779802943,4.9730076249524675,1.176426786870346,0.9382912202706228,1.2621083394608186,-7.876901526330313,-7.512373708421677,0.7872883101752355,9850.045084071317,[177.27242342]
0.8766287632276752,2.097913928783658,25.93292507800425,1.2440520934978139,0.42100827128841567,6.2951939548211495,0.27738338986893335,0.6552973530634053,0.48777056112577244,14.243646844269408,0.7355802245900507,0.28108269511179124,1.0199311309249839,0.9652765394466243,0.8451968654253347,0.1900343699471312,12.3107080167139,3.5041126512264498,1.208142408293781,0.8530931286600658,7.879485458410556,0.9341650725515098,1.2291257510854603,0.8541440594807701,10401.943301490688,[414.09937876]
0.9209196817341,3.3093097687214152,29.88482062622556,1.2070029971191896,0.2409492612450181,3.835592256267372,0.5889344874513887,0.5737719737435176,0.45756432791303114,19.054660009017905,0.7014638045207147,0.3748317445636413,1.253162002792166,0.9916125234391077,0.9035509128715041,0.16728323083847135,3.3253087327986237,5.937591138647425,1.2690788774448327,0.8175507722634527,9.616925965337598,-3.001598286272281,-8.659055145564869,0.8464495510754474,10618.415920518037,[240.12039928]
0.9454748211146411,2.9974653182712165,56.31899596161533,1.0624571518777441,0.17424735644671083,7.820031610626438,0.6361870113331163,0.5114344643179097,0.3693812498578328,14.008346595685591,0.5645217510040569,0.25736953850756084,1.4304003941591779,0.9793878353267388,0.7319350859838327,0.272048093309692,3.8839524962363843,7.5744643458506395,1.1542436726157497,0.8348595194650288,4.722233652875902,1.4460448367948313,-5.2089533788009135,0.8513609001087357,8670.516579605872,[262.24442365]
0.9033749775529571,3.2215374294711676,21.594095035276634,1.2765685420523352,0.318224498596482,6.007494671781972,0.344530354659356,0.4039403671005547,0.22375465049681442,10.675777419671876,1.2979650685876392,0.2857908643741482,1.119428251430843,0.9922135143242293,0.7149013694727372,0.18050837720192148,1.956963875286846,19.891226824700684,1.4491454650116022,0.9259749303282518,2.65851439999711,0.5408029022337022,-4.778541869468696,0.7771725149828019,10943.065215606057,[565.58740609]
0.9190211465057253,2.74985861975301,38.59477874719154,1.263889139336141,0.3033844174892174,4.120647936524544,0.4886938111681968,0.47569990641416143,0.1739294865925325,16.750328420081523,1.3894103816974277,0.3197420047321966,1.1503898499811303,0.9829226075555119,0.8960102550475788,0.24205097057430425,0.476055118894999,-5.962491080233055,1.2592239980471538,0.8958326395850359,1.9963072201747112,1.2036662326608472,-0.7103889936262107,0.851751218402619,10304.455604024466,[357.89182994]
0.8560971277277186,3.231796855554048,52.707700071212756,1.1372859844706265,0.355359954093186,9.901790709717417,0.6286270020965972,0.46670210412881274,0.3126097826173021,8.601255651246213,0.5544219209851238,0.29550807577686355,1.0056067494861163,0.9755712679683753,0.9525256863851164,0.3220627827873667,11.251481911764543,19.600594492304495,1.209441059125648,0.8680820648266286,3.9398311743621135,2.2427039085058347,-1.4412769332223654,0.8046066603132651,11380.648483679961,[278.17541899]
0.9369709086384569,2.913395371393235,59.03653753404511,1.297570486959245,0.3900675248308151,2.4532701733946576,0.6098686670055433,0.4865834538010897,0.17725173979274322,13.822903611170215,0.6671074588880903,0.22880629897281263,1.1911629481200217,0.9687118680715343,0.8362514068504718,0.035730479404477225,13.058387417503038,-4.585887479075439,1.398874368920572,0.8649752660390302,1.7444016386055732,-5.2483311181968295,3.5546060673571027,0.763284786919875,10634.013889849524,[275.95690263]
